PERSON_ID,PARTY_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
156,156,John,Miller,contact156@supplier.com,+1-555-422-3631,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
157,157,Jane,Smith,contact157@supplier.com,+1-555-317-1793,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
158,158,John,Miller,contact158@supplier.com,+1-555-987-5952,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
159,159,Jane,Jones,contact159@supplier.com,+1-555-566-3124,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
160,160,Jane,Chen,contact160@supplier.com,+1-555-271-6546,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
161,161,Michael,Chen,contact161@supplier.com,+1-555-968-5635,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
162,162,Lisa,Johnson,contact162@supplier.com,+1-555-446-4772,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
163,163,Sarah,Chen,contact163@supplier.com,+1-555-530-5966,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
164,164,Emily,Jones,contact164@supplier.com,+1-555-822-2993,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
165,165,John,Jones,contact165@supplier.com,+1-555-365-9778,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
166,166,Emily,Garcia,contact166@supplier.com,+1-555-847-9950,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
167,167,Emily,Chen,contact167@supplier.com,+1-555-454-8225,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
168,168,Jane,Smith,contact168@supplier.com,+1-555-417-1592,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
169,169,Michael,Chen,contact169@supplier.com,+1-555-467-7392,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
170,170,John,Williams,contact170@supplier.com,+1-555-889-9507,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
171,171,Lisa,Chen,contact171@supplier.com,+1-555-799-7616,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
172,172,John,Jones,contact172@supplier.com,+1-555-736-9048,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
173,173,Yuki,Williams,contact173@supplier.com,+1-555-213-7867,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
174,174,Robert,Williams,contact174@supplier.com,+1-555-703-6823,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
175,175,John,Kim,contact175@supplier.com,+1-555-237-6182,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
176,176,Lisa,Tanaka,contact176@supplier.com,+1-555-300-4716,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
177,177,Lisa,Tanaka,contact177@supplier.com,+1-555-829-7963,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
178,178,Robert,Garcia,contact178@supplier.com,+1-555-512-1423,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
179,179,Sarah,Chen,contact179@supplier.com,+1-555-637-2155,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
180,180,Jane,Kim,contact180@supplier.com,+1-555-247-6949,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
181,181,Robert,Williams,contact181@supplier.com,+1-555-860-6252,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
182,182,Emily,Smith,contact182@supplier.com,+1-555-381-9883,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
183,183,Michael,Brown,contact183@supplier.com,+1-555-508-2649,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
184,184,John,Kim,contact184@supplier.com,+1-555-798-1517,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
185,185,Emily,Miller,contact185@supplier.com,+1-555-485-6268,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
186,186,Sarah,Williams,contact186@supplier.com,+1-555-983-5694,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
187,187,Wei,Johnson,contact187@supplier.com,+1-555-339-9771,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
188,188,Sarah,Jones,contact188@supplier.com,+1-555-364-3163,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
189,189,Wei,Smith,contact189@supplier.com,+1-555-438-8571,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
190,190,Lisa,Williams,contact190@supplier.com,+1-555-241-5847,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
191,191,Wei,Chen,contact191@supplier.com,+1-555-642-8020,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
192,192,John,Williams,contact192@supplier.com,+1-555-783-1371,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
193,193,Jane,Johnson,contact193@supplier.com,+1-555-318-8369,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
194,194,David,Brown,contact194@supplier.com,+1-555-742-4339,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
195,195,Emily,Garcia,contact195@supplier.com,+1-555-644-4991,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
196,196,Yuki,Chen,contact196@supplier.com,+1-555-513-8161,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
197,197,Jane,Kim,contact197@supplier.com,+1-555-987-2433,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
198,198,Wei,Kim,contact198@supplier.com,+1-555-355-4431,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
199,199,Michael,Johnson,contact199@supplier.com,+1-555-483-4876,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
200,200,Emily,Miller,contact200@supplier.com,+1-555-952-2218,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
